Código,Nombre común,Nombre científico,Tipo de planta
ST-301,,Tussilago farfara,HERB_PERENNES
AMB,,Amaryllis belladona,HERB_PERENNES
ST-302,,Asparagus aethiopicus,SUBTROPICAL/TROPICAL
ST-303,,Billbergia sp,SUBTROPICAL/TROPICAL
PI_053,,Calathea sp,SUBTROPICAL/TROPICAL
ST-304,,Crambe cordifolia,SUBTROPICAL/TROPICAL
TR_463,,Ctenanthe oppenheimiana,SUBTROPICAL/TROPICAL
TR_464,,Davallia canariensis,SUBTROPICAL/TROPICAL
PI_054,,Dieffenbachia amoena,SUBTROPICAL/TROPICAL
PI_055,,Dracaena deremensis,SUBTROPICAL/TROPICAL
HP_009,,Nephrolepis exaltata,HERB_PERENNES
A049,,Rosa 'Sutter´s Gold',ARBUSTO
MJD,,Malus 'John Downie',FRONDOSA
PRDL,,"Prunus dulcis ""Desmayo Largueta""",FRONDOSA
PEAD,,Pennisetum advena 'Rubrum',HERB_PERENNES
PITE,,Pittosporum tenuifolium 'Elizabeth',ARBUSTO
PHFP,Fotinia 'Pink Marble Cassini',"Photinia x fraseri ""Pink Marble Cassini""",ARBUSTO
PHPE_274,,Salvia nemorosa 'Amethyst',HERB_PERENNES
WEZ,Westringia,Westringia sp,ARBUSTO
UMIA,Olmo común,Ulmus minor 'Ademuz',FRONDOSA
POPJ,,Physocarpus opulifolius 'Jonight',
PHPE_354,,Salvia nemorosa 'White',HERB_PERENNES
TR-328,,Alyogyne cuneiformis,
TR-330,,Alyogyne hakeifolia 'Melissa Anne',
LOCD,,Loropetalum chinense 'Daybreak's Flame',
HIT,Planta del curry,Helichrysum italicum,HERB_PERENNES
POO,Poto,Epipremnum aureum,SUBTROPICAL/TROPICAL
FAU,Higuera de Roxburgh,Ficus auriculata,SUBTROPICAL/TROPICAL
COI,Drácena indivisa,Cordyline indivisa,SUBTROPICAL/TROPICAL
TR-440,,Pilea peperomioides,HERB_PERENNES
TR-264,,Nematanthus gregarius,SUBTROPICAL/TROPICAL
TR-332,,Ficus cyathistipula,SUBTROPICAL/TROPICAL
CCM,"Cinta, malamadre",Chlorophytum comosum,HERB_PERENNES
ST-066,,Aspidistra elatior,HERB_PERENNES
PHPE_039,,Artemisia absinthium,HERB_PERENNES
POL,Verdolaga,Portulaca oleracea,HERB_PERENNES
PHPE_150,,Gypsophila repens 'Rosea',HERB_PERENNES
ORV,,Origanum vulgare 'Aureum',HERB_PERENNES
PG_015,,Miscanthus floridulus,HERB_PERENNES
TUVI,Ajo salvaje,Tulbaghia violacea,HERB_PERENNES
PEHY,Petunia híbrida,Petunia hybrida,HERB_ANUAL
CIAG,,Cistus × aguilarii,ARBUSTO
AGZ,Flor del amor,Agapanthus sp,HERB_PERENNES
PHPE_339,,Carex oshimensis ,HERB_PERENNES
PG_026,,Carex morrowii 'Silver Sceptre',HERB_PERENNES
PG_025,,Carex morrowii 'Aureovariegata',HERB_PERENNES
CIHB,,Cistus x hybridus,ARBUSTO
PHPE_456,,Dianthus arenarius,HERB_PERENNES
PHPE_458,,Dianthus cyprius,HERB_PERENNES
PHPE_457,,Dianthus armeria,HERB_PERENNES
DIAR,,Dichondra argentea,
PHPE_126,,Festuca glauca 'Blaue Auslese',HERB_PERENNES
CA-431,,Drosanthemum sp,
PHPE_466,,Echinacea x hybrida,
PHPE_467,,Eriocephalus africanus,
PHPE_469,,Eryngium variifolium,
PHPE_468,,Eryngium agavifolium,
PI_056,,Ficus benjamina 'Barok',SUBTROPICAL/TROPICAL
PI_057,,Ficus benjamina 'Variegata',SUBTROPICAL/TROPICAL
PHPE_470,,Fragaria x ananassa 'Toscana',TAPIZANTE/TREPADORA
PHPE_463,,Dodonaea viscosa,
HEDE,,Helianthus decapetalus,
HELD,,Helianthus 'Lemon Queen',
ST-310,,Helichrysum cymosum,
PHPE_474,,Hypericum olympicum,
PHPE_475,,Iris ensata 'Eden's Paintbrush',
PHPE_476,,Iris japonica 'Variegata',
PHPE_477,,Iris laevigata 'Snowdrift',
TR-469,,Leptinella squalida 'Platt's Black',
PHPE_482,,Lilium formosanum var. pricei,
PHPE_483,,Lobelia laxiflora,
PHPE_484,,Lobelia pedunculata,
PHPE_460,,Lysimachia nummularia,
PHPE_486,,Mentha x hybrida,
ST-311,,Pelargonium crispum,
ST-312,,Pelargonium grandiflorum,
PHPE_489,,Phlox drummondii,
PHPE_490,,Phlox paniculata,
PHCO,,Phormium colensoi,
POFN,,Pilosella officinarum 'Niveum',
PHPE_493,,Rheum rhabarbarum 'Glaskin's Perpetual',
PHPE_495,,Rubus trichomorus,
PHPE_496,,Salvia 'Bee's Bliss',
PHPE_497,Salvia coerulea antes,Salvia guaranitica,
PHPE_499,,Sedum oreganum,
PHPE_500,,Sedum stoloniferum,
CA-433,,Sempervivum montanum,
CA-434,,Senecio viravira,
PHPE_501,,Tanacetum parthenium 'Golden Moss',
PHPE_502,,Teucrium subspinosum,
PHPE_503,,Thymus baeticus,
PHPE_504,,Tradescantia x andersoniana,
PHPE_505,,Verbascum blattaria,
PHPE_507,,Acaena saccaticupula,
PHPE_508,,Achillea odorata,
STC,,Stipa calamagrostis,
TR-470,,Alocasia wentii,
PHPE_511,,Anemone coronaria 'Bride',
PHPE_512,,Anemone coronaria 'Hollandia',
PHPE_514,,Anemone coronaria 'Harmony Orchid',
PHPE_515,,Anemone coronaria 'Harmony Scarlet',
PHPE_516,,Anemone hupehensis 'Prinz Heinrich',
PHPE_517,,Anemone x hybrida 'Margarete',
PHPE_518,,Anemone x hybrida 'Praecox',
PHPE_520,,Anemone x hybrida 'Honorine Jobert',
PHPE_523,,Aster divaricatus,
PHPE_524,,Symphyotrichum novi-belgii,
PHPE_461,,Dierama pulcherrimum,
PHPE_462,,Dierama trichorhizum,
PHPE_525,,Dietes grandiflora,
PHPE_465,,Glaucium flavum,
SHH_045,,Glebionis segetum,
CA-432,,Hesperaloe parviflora,
PHPE_472,,Hydrocotyle sibthorpioides,
PHPE_473,,Ismene deflexa,
PHPE_478,,Leucadendron 'Safari Sunset',
PHPE_479,,Leucophyllum frutescens,
PHPE_480,,Leucophyta brownii,
PHPE_481,,Leymus arenarius,
PHPE_485,,Lunaria annua,
PHPE_487,,Oenothera stricta 'Sulphurea',
PHPE_488,,Ozothamnus rosmarinifolius 'Silver Jubilee',ARBUSTO
ST-313,,Petrorhagia saxifraga,
PHPE_491,,Phygelius x rectus 'African Queen',
PHPE_492,,Pimelea ferruginea,
PHPE_498,,Scutellaria formosissima,
PHPE_526,,Scutellaria suffrutescens,
PHPE_510,,Anaphalis margaritacea 'Neuschnee',
PHPE_522,,Arenaria montana,
PHPE_521,,Antennaria dioica,
GLBD,Gaura Belleza ‘Dark Pink’,Gaura lindheimeri 'Kleau04263' Belleza ‘Dark Pink’,HERB_PERENNES
PHPE_215,,Silene chalcedonica,HERB_PERENNES
PHPI_013,,Silene coronaria 'Gardeners World',HERB_PERENNES
PHPE_506,,Acaena caesiglauca,
PHPE_527,,Ajuga reptans,
PHPE_528,,Alternanthera bettzickiana,
PHPE_519,,Anemone rivularis,
PHPE_529,,Anemone x hybrida 'Hadspen Abundace',
PHPE_530,,Castilleja rhexifolia,
PHPE_532,,Delosperma floribundum 'Starburst',
PHPE_533,,Equisetum hyemale,
PHPE_534,,Glandularia peruviana,
PHPE_535,,Gunnera manicata,
PHPE_536,,Iresine lindenii 'Bloodleaf',
PHPE_537,,Lantana camara 'Evita Red',
PHPE_538,,Lantana camara 'Evita Rose',
PHPE_539,,Silene arkwrightii,
PHPE_540,,Origanum x hybridum 'Kirigami',
PHPE_541,,Pelargonium fragrans,
PHPE_542,,Pontederia cordata,
PHPE_543,"Salvia Rutilans, incarnata, longiflora, microculis, camertonii, punicea",Salvia elegans 'Honeymelon',
PHPE_544,,Salvia greggii 'Red Blush',
PHPE_545,"Salvia bicolor; Terciopelo, Cordón de San Francisco",Salvia leucantha,
PHPE_546,,Salvia patens,
PHPE_547,,Sarracenia sp,
PHPE_548,,Sideritis syriaca,
PHPE_549,,Silene flos-jovis 'Nana',
PHPE_550,,Sprekelia formosissima,
PHPE_552,,Zephyranthes candida,
PHPE_551,,Vinca minor 'Variegata',
PHPE_553,,Brachyglottis compacta,
PHPE_554,,Brachyglottis 'Menthe Glaciele',
PHPE_555,,Brachyglottis sp,
PHPE_556,,Colchicum autumnale,
PHPE_557,,Cotula hispida,
PHPE_558,,Dorstenia foetida,
PHPE_559,,Gambelia speciosa,
PHPE_560,,Hyacinthoides hispanica,
PHPE_561,,Hesperaloe parviflora 'Rubra',
PHPE_562,,Ismene x deflexa,
PHPE_563,,Ammophila arenaria,
PHPE_564,,Ixiolirion tataricum,
PHPE_513,,Anemone coronaria 'Harmony Blue',
PHPE_531,,Cistus x aguilari 'Maculatus',ARBUSTO
SEFL,Sauce electrico,Salix erythroflexuosa,
TEMA,Tomillo de gato,Teucrium marum,ARBUSTO
AMM,,Ampelodesmos mauritanicus,
GTRK,Acacia de tres espinas 'Skyline',Gleditsia triacanthos 'Skyline',FRONDOSA
ANCE,,Anthriscus cerefolium,SUBTROPICAL/TROPICAL
PHPE_459,,Dicliptera squarrosa,
PHPE_055,,Begonia x benariensis,HERB_ANUAL
TR-223,,Tradescantia fluminensis,HERB_PERENNES
CYMA,,Cytisus maderensis,ARBUSTO
CYBR,,Cytisus ‘Boskoop Ruby’,ARBUSTO
MDE,Costilla de Adán,Monstera deliciosa,HERB_PERENNES
VLO,Canónigo,Valerianella locusta,HERB_PERENNES
TR-025,,Alternanthera brasiliana,SUBTROPICAL/TROPICAL
CSMF,cornejo rojo,Cornus sanguinea 'Midwinter Fire',ARBUSTO
CROX,,Crocus sp,
PG_027,,Carex morrowii ‘Everglow’,HERB_PERENNES
EUCO,,Euphorbia corallioides,
HMAR,,Hydrangea macrophylla 'Dolce Chic',
POAT,,Potentilla atrosanguinea,
PRVE,,Primula veris,HERB_ANUALES
PHPE_565,,Symphytum officinale,
SMBM,,Salvia microphylla 'Blue Monrovia',
ORVH,,Origanum vulgare subsp. hirtum,HERB_PERENNES
ERV,Rucula,Eruca vesicaria,HERB_PERENNES
CAGE,Cañas de indias,Canna x generalis,HERB_PERENNES
AGHAB,,Ageratum houstonianum 'Ariella Blue',
AGHPB,,Ageratum houstonianum 'Ariella Power Blue',
AGHAV,,Ageratum houstonianum 'Ariella Violet',
ST-314,,Cosmos sulphureus,
LPUR,,Lablab purpureus 'Ruby Moon',
TR-471,,Cuphea hyssopifolia 'Myrto Purple',
TR-472,,Cuphea llavea 'Tiny Mice',
FEVG,,Festuca valesiaca 'Glaucantha',
PI_058,,Ficus benjamina 'Barok Variegata',SUBTROPICAL/TROPICAL
FUDE,,Fuchsia 'Dark Eyes',
FUCA,,Fuchsia 'El camino',
FUKO,,Fuchsia 'Koralle',
FUMP,,Fuchsia 'Mrs. Popple',
FUSN,,Fuchsia 'Snowcap',
GOH,,Gomphrena haageana,
PHPI_099,,Heuchera 'Berry Smoothie',
PHPI_100,,Heuchera 'Marmalade',
IBLF,,Iberis 'Lavander Frost',
IPCY,,Ipomoea 'Compact Yellow',
PHPE_566,,Iresine lindenii 'Bailly',
ST-315,,Pelargonium 'Villaparis',
SACO,,Salvia coccinea,
SAAM,,Salvia 'Amistad',
SKW,,Salvia 'Kisses & Wishes',
TERM,,Tagetes erecta 'Marigold French',
TERN,,Tagetes erecta 'Nema',
TCOR,,Tanacetum coccineum 'Robison's Red',
TAC,,Teucrium ackermanii,
TR-094,,Thunbergia alata 'Suzie Orange with Eye',
PHPE_567,,Zinnia x hybrida,
PHPE_568,,Zinnia 'Profusion Double Hot Cherry',
PHPE_569,,Zinnia 'Zahara Sunburst',
BESR,,Begonia 'Sensy Red',
COCP,,Coleus 'Copa Peter's Wonder',
ASGD,,Asteriscus 'Golden Dollar',
LCO,,Lewisia cotyledon,
MPA,,Melampodium paludosum,
PCLD,,Pycnosorus globosus 'Drumstick',
RHOX,,Rhodohypoxis sp,
PHYC,,x Petchoa hybrida 'Caramel Yellow' (Beautical),
PHYN,,x Petchoa hybrida 'Cinamon' (Beautical),
PHYF,,x Petchoa hybrida 'French Vanilla' (Beautical),
PHYS,,x Petchoa hybrida 'Sunray Pink' (Beautical),
MYCT,Murta de hoja pequeña,Myrtus communis 'Tarentina',ARBUSTO
MAST,Matteuccia struthiopteris,Onoclea struthiopteris,
GRE,,Geophila repens,
EQA,Cola de caballo,Equisetum arvense,HERB_PERENNES
TR-314,,Ctenanthe setosa,SUBTROPICAL/TROPICAL
FUGM,,Fuchsia 'General Monk Red-Blue',
PHPE_342,,Holcus lanatus,HERB_PERENNES
CIPU,Jara púrpura,Cistus x purpureus,ARBUSTO
RHJM,,Rhododendron molle subesp. japonicum ‘Mémé’,
PER,,Pellaea rotundifolia,HERB_PERENNES
PHPE_160,,Hemerocallis 'Happy Returns',HERB_PERENNES
TR-272,,Plectranthus scutellarioides,SUBTROPICAL/TROPICAL
WLO,,Westringia longifolia,ARBUSTO
PHPE_319,,Zinnia elegans 'Profussion',HERB_PERENNES
AMI,,Agave mitis,
AHU,,Agave hurteri,
ASH,,Agave shawii,
AWE,,Agave weberi,
BLX,,Blechnum sp,SUBTROPICAL/TROPICAL
CLAN,,Calathea lancifolia,
CCOR,,Cistus x corbariensis,ARBUSTO
CROA,,Crocosmia aurea,
PI_059,,Ficus benjamina 'Kinky',SUBTROPICAL/TROPICAL
CRUF,,Calathea rufibarba,
GYA,,Gynura aurantiaca,
HMRG,,Hydrangea macrophylla 'Rosso Glory',
NCO,,Nephrolepis cordifolia,
ST-316,,Pelargonium 'Creamy Nuget',
PROT,,Peperomia rotundifolia,
PHCA,,Phygelius capensis,
SPAX,,Spathiphyllum sp,
PHPE_570,,Zinnia marylandica 'Zahara Double Yellow',
LFO,,Leycesteria formosa,
TOF,,Torenia fournieri,
THC,,Thymbra capitata,
TMI,,Tropaeolum minus,
TMAJ,,Tropaeolum majus,
CEV,,Curio 'Everest',
TPL,Tuya gigante,Thuja plicata,CONIFERA
PIA,Abeto rojo,Picea abies,CONIFERA
GBI,Gingo,Ginkgo biloba,FRONDOSA
AND,Abeto del Cáucaso,Abies nordmanniana,CONIFERA
ARX,Araucarias,Araucaria sp,CONIFERA
CHA,Tejo de Hokkaido,Cephalotaxus harringtonia,CONIFERA
CGL,Ciprés de Arizona,Cupressus arizonica var. glabra,CONIFERA
LKA,Alerce japonés,Larix kaempferi,CONIFERA
PPU,Picea azul,Picea pungens,CONIFERA
PIC,Pino canario,Pinus canariensis,CONIFERA
PMO,Pino piñonero de una acícula,Pinus monophylla,CONIFERA
PUN,Pino negro,Pinus uncinata,CONIFERA
JTH,Sabina albar,Juniperus thurifera,CONIFERA
TDI,Ciprés de los pantanos,Taxodium distichum,CONIFERA
CUFU,Ciprés llorón,Cupressus funebris,CONIFERA
CSES,Ciprés piramidal de Florencia,Cupressus sempervirens 'Stricta',CONIFERA
CLE,Ciprés de Leyland/x Cupressocyparis leylandii,x Cupressocyparis x leylandii,CONIFERA
PGCO,Picea glauca cónica,Picea glauca 'Compacta',CONIFERA
SLJ,Falso jazmín,Solanum jasminoides,TAPIZANTE/TREPADORA
WIS,Glicinia china,Wisteria sinensis,TAPIZANTE/TREPADORA
ROOC,"Rosal 'Ophelia, Climber'","Rosa 'Ophelia, Climber'",TAPIZANTE/TREPADORA
RWPS,"Rosal 'Paul's Scarlet, Climber'","Rosa 'Paul's Scarlet, Climber'",TAPIZANTE/TREPADORA
VVIL,Vid 'Sultana Moscatel',Vitis vinifera 'Sultana Moscatel',ARBUSTO
VVIU,Vid 'Cuerno',Vitis vinifera 'Cuerno',ARBUSTO
TB1A.1,,Rosa 'Kalinka Cl.',TAPIZANTE/TREPADORA
EB74A,,Rosa 'Marquesa de Urquijo Cl.',TAPIZANTE/TREPADORA
AA65A,,Rosa 'Mrs. Herbert Stevens Cl.',TAPIZANTE/TREPADORA
TA1C.1,,Rosa 'Queen Elizabeth Blanco Cl.',TAPIZANTE/TREPADORA
TR-023,,Thunbergia alata,TAPIZANTE/TREPADORA
TR-286,,Vigna caracalla,TAPIZANTE/TREPADORA
PXX,Palmera,Phoenix sp,PALMACEA
PYE,Palmera solitaria,Ptychosperma elegans,PALMACEA
EJA,Evónimo japonés,Euonymus japonicus,ARBUSTO
SOR,,Symphoricarpos orbiculatus,ARBUSTO
VDI,,Vinca difformis,
UMIM,Olmo común,Ulmus minor ’Mahadahonda’,FRONDOSA
PDUA,almendro silvestre,Prunus dulcis var Amara,FRONDOSA
PHTS,phornium tricolor; lino de nueva zelanda,Phormium tenax 'Sundowner',HERB_PERENNES
PHTV,,Phormium tenax ‘Variegatum’,HERB_PERENNES
HEMV,Hiedra mini variegata,Hedera helix 'Minor Variegata',TAPIZANTE/TREPADORA
TR-292,,Abutilon pictum `Thompsonii´,ARBUSTO
ACAH,Moscón,Acer campestre 'Huibers Elegant',FRONDOSA
AJA,Arce japonés,Acer japonicum,FRONDOSA
AMA,Arce de Oregón,Acer macrophyllum,FRONDOSA
ASAP,Arce plateado,Acer saccharinum 'Pyramidale',FRONDOSA
AVE,Laurel tóxico/Acokantera venenata,Acokanthera oppositifolia,ARBUSTO
TR-380,,Adiantum raddianum,SUBTROPICAL/TROPICAL
TR-178,,Aechmea coelestis var. coelestis,SUBTROPICAL/TROPICAL
TR-184,,Aechmea spectabilis,SUBTROPICAL/TROPICAL
TR-373,,Afrocarpus gracilior,SUBTROPICAL/TROPICAL
CA-063,,Agave univittata 'Quadricolor',CACTACEA/SUCULENTA
PHPE_438,,Agrimonia parviflora,SUBTROPICAL/TROPICAL
PHPE_017,,Alchemilla mollis,HERB_PERENNES
PHPE_326,,Allium ampeloprasum,HERB_PERENNES
CA-346,,Alluaudia procera,CACTACEA/SUCULENTA
CA-393,,Aloe dichotoma,CACTACEA/SUCULENTA
CA-399,,Aloe marlothii,CACTACEA/SUCULENTA
CA-405,,Aloe thraskii,CACTACEA/SUCULENTA
ALI,Hierba Luisa,Aloysia ligustrina,SUBTROPICAL/TROPICAL
AZE,Azucena de porcelana,Alpinia zerumbet,SUBTROPICAL/TROPICAL
TR-026,,Alternanthera ficoidea,SUBTROPICAL/TROPICAL
TR-046,,Annona muricata,SUBTROPICAL/TROPICAL
ST-150,,Apollonias barbujana,SUBTROPICAL/TROPICAL
PHPE_035,,Arabis caucasica 'Schneehaube' Compacta,TAPIZANTE/TREPADORA
CA-088,,Ariocarpus fissuratus,CACTACEA/SUCULENTA
ST-255,,Aristolochia clematitis,SUBTROPICAL/TROPICAL
CA-090,,Astrophytum myriostigma,CACTACEA/SUCULENTA
TR-231,,Bartlettina sordida,SUBTROPICAL/TROPICAL
BCN,(Agracejo) Candídula,Berberis candidula,ARBUSTO
TR-168,,Bixa orellana,SUBTROPICAL/TROPICAL
BCR,,Boronia crenulata,ARBUSTO
BPL,Braquiquito/Brachychiton platanoides,Brachychiton australis,FRONDOSA
BRN,,Brassica napus,HERB_ANUAL
CA-095,,Browningia hertlingiana,CACTACEA/SUCULENTA
BMIF,Boj faulkner,Buxus microphylla 'Faulkner',ARBUSTO
BSEA,Boj común de hoja estrecha,Buxus sempervirens 'Angustifolia',ARBUSTO
TR-317,,Calathea crocata,SUBTROPICAL/TROPICAL
TR-287,,Calliandra haematocephala,SUBTROPICAL/TROPICAL
CACS,Limpiatubos,Callistemon citrinus 'Splendens',ARBUSTO
CFL,Calicanto,Calycanthus floridus,ARBUSTO
PG_024,,Carex morrowii,HERB_PERENNES
ST-021,,Carissa macrocarpa,SUBTROPICAL/TROPICAL
CBE,Carpe,Carpinus betulus,FRONDOSA
CUR,Palmera de cola de pescado,Caryota urens,SUBTROPICAL/TROPICAL
PHPE_080,,Celosia plumosa,SUBTROPICAL/TROPICAL
CEJ,Árbol de Katsura,Cercidiphyllum japonicum,FRONDOSA
CA-099,,Cereus hildmannianus f. monstruosa,CACTACEA/SUCULENTA
CHE,Palmera bambú,Chamaedorea erumpens,SUBTROPICAL/TROPICAL
TR-107,,Chamaedorea pinnatifrons,SUBTROPICAL/TROPICAL
CA-001,,Cheiridopsis denticulata,CACTACEA/SUCULENTA
TR-415,,Cissus rotundifolia,SUBTROPICAL/TROPICAL
CSO,Susana,Citharexylum spinosum,ARBUSTO
ST-215,,Citrus x junos,FRONDOSA
CA-107,,Cleistocactus strausii,CACTACEA/SUCULENTA
TR-211,,Clusia rosea,SUBTROPICAL/TROPICAL
CNU,Cocotero,Cocos nucifera,SUBTROPICAL/TROPICAL
TR-281,,Colvillea racemosa,SUBTROPICAL/TROPICAL
CAB,Cornejo siberiano,Cornus alba,ARBUSTO
COCT,Avellano turco pequeño,Corylus colurna 'Te-Terra Red',FRONDOSA
ST-101,,Corynocarpus laevigatus,SUBTROPICAL/TROPICAL
ST-262,,Cosmos atrosanguineus,SUBTROPICAL/TROPICAL
CIT,Falso membrillero,Cotoneaster integerrimus,ARBUSTO
CA-309,,Cotyledon orbiculata,CACTACEA/SUCULENTA
CA-313,,Crassula 'Justus Corderoy',CACTACEA/SUCULENTA
CA-320,,Crassula tetragona,CACTACEA/SUCULENTA
CAZ,Acerolo,Crataegus azarolus,ARBUSTO
TR-312,,Ctenanthe amabilis,SUBTROPICAL/TROPICAL
ST-030,,Cussonia zuluensis,SUBTROPICAL/TROPICAL
TR-456,,Cymbopogon flexuosus,SUBTROPICAL/TROPICAL
ST-011,,Cyrtanthus brachyscyphus,SUBTROPICAL/TROPICAL
DME,Laureola hembra,Daphne mezereum,ARBUSTO
PHPE_098,,Delosperma cooperi 'Orange',HERB_PERENNES
CA-003,,Delosperma lehmanii,CACTACEA/SUCULENTA
DMA,Deucia magnífica,Deutzia x magnifica,ARBUSTO
CA-347,,Didierea madagascariensis,CACTACEA/SUCULENTA
WRS,Veigela/Weigela rosea,Diervilla florida,ARBUSTO
CA-116,,Disocactus flagelliformis,CACTACEA/SUCULENTA
CA-174,,Ferocactus pilosus,CACTACEA/SUCULENTA
DRD,Drago,Dracaena draco,SUBTROPICAL/TROPICAL
TR-137,,Dracaena fragans 'White Stripe',SUBTROPICAL/TROPICAL
CYL,Areca/Chrysalidocarpus lutescens,Dypsis lutescens,SUBTROPICAL/TROPICAL
CA-322,,Echeveria gibbiflora,CACTACEA/SUCULENTA
CA-117,,Echinocactus grusonii,CACTACEA/SUCULENTA
CA-128,,Echinocereus subinermis,CACTACEA/SUCULENTA
CA-137,,Echinopsis chrysantha,CACTACEA/SUCULENTA
CA-143,,Echinopsis pachanoi,CACTACEA/SUCULENTA
EHO,Encefalarto azul,Encephalartos horridus,HERB_PERENNES
TR-450,,Epidendrum calanthum,SUBTROPICAL/TROPICAL
ST-265,,Epilobium angustifolium,SUBTROPICAL/TROPICAL
ERJ,Níspero del Japón,Eriobotrya japonica,FRONDOSA
CA-160,,Espostoopsis dybowskii,CACTACEA/SUCULENTA
EAT,Evónimo ardiente,Euonymus atropurpureus,ARBUSTO
CA-358,,Euphorbia ferox,HERB_PERENNES
TR-255,,Euphorbia milii,HERB_PERENNES
CA-372,,Euphorbia pseudocactus,HERB_PERENNES
ST-097,,Farfugium japonicum,SUBTROPICAL/TROPICAL
CA-165,,Ferocactus gracilis,CACTACEA/SUCULENTA
CA-294,,Weberbauerocereus weberbaueri,CACTACEA/SUCULENTA
CA-291,,Trichocereus grandiflorus,CACTACEA/SUCULENTA
PHPE_301,,Tradescantia 'Charlotte',HERB_PERENNES
TR-193,,Tillandsia cyanea,CACTACEA/SUCULENTA
ST-081,,Tecoma stans,ARBUSTO
SHH_036,,Tagetes tenuifolia,HERB_ANUAL
CA-285,,Submatucana paucicostata,CACTACEA/SUCULENTA
CA-274,,Stenocactus pentacanthus,CACTACEA/SUCULENTA
CA-298,,Senecio cylindricus,HERB_PERENNES
TR-395,,Selaginella kraussiana,SUBTROPICAL/TROPICAL
PHPE_287,,Sedum sexangulare,CACTACEA/SUCULENTA
ST-015,,Schinus terebinthifolia,ARBUSTO
TR-467,,Sansevieria sp,CACTACEA/SUCULENTA
ST-052,,Saccharum officinarum,HERB_PERENNES
PHPE_324,,Rudbeckia x hybrida,HERB_PERENNES
H03C,,Rosa 'York and Lancaster',ARBUSTO
B089D,Meifazeda,'Violinista Costa',ARBUSTO
E053,,Rosa 'Valeta',ARBUSTO
C005E,,Rosa 'Tequila Sunrise',ARBUSTO
SP01,,Rosa stylosa,ARBUSTO
RSOL,Rosal 'Solidor',Rosa 'Solidor',ARBUSTO
FM11,,Rosa 'Snow Hit',ARBUSTO
D103B,,Rosa 'Schneekönigin',ARBUSTO
H07B,,Rosa 'Salet',ARBUSTO
AB59A,,Rosa 'RT 99176',ARBUSTO
D042A,,Rosa 'Rose Dot',ARBUSTO
B015A,,Rosa 'Rendez-Vous',ARBUSTO
H03E,,Rosa 'Quatre Saisons',ARBUSTO
B053A,,Rosa 'Poesie',ARBUSTO
B062B,,Rosa 'Perfume de Multiflore',ARBUSTO
H32A,,Rosa 'Paquerette',ARBUSTO
B035C,,Rosa 'Nuria Feliú',ARBUSTO
A030B,,Rosa 'MR-588-BR',ARBUSTO
H31D,,Rosa 'Mme. Caroline Testout',ARBUSTO
C006C,,Rosa 'MEIvidam',ARBUSTO
B071B,,Rosa 'MEIbonenvy FA-907-MR',ARBUSTO
BP55B,,Rosa 'Marcel Pagnol',ARBUSTO
D050B,,Rosa 'Look Good',ARBUSTO
A015,,Rosa 'Laurent Nicolas',ARBUSTO
C008E,,Rosa 'KO 10/7443-01',ARBUSTO
A045B,,Rosa 'J.M. Lopez Picó',ARBUSTO
D084B,,Rosa 'Icy Drift',ARBUSTO
BP29B,,Rosa 'Hacienda',ARBUSTO
TF2A,,Rosa 'Golden Pareo',TAPIZANTE/TREPADORA
H02H,,Rosa 'Georges Vibert',ARBUSTO
H09B,,Rosa foetida var.bicolor (Jacq.) E. Willm,ARBUSTO
ST-282,,Mauranthemum paludosum ,SUBTROPICAL/TROPICAL
D018B,,Rosa 'FEsara FE 00150',ARBUSTO
PHPE_228,,Miscanthus sinensis 'Silberfeder',HERB_PERENNES
PHPE_424,,Monarda citriodora,HERB_PERENNES
PHPE_403,,Monarda punctata,HERB_PERENNES
E048B,,Rosa 'FEcomarca',ARBUSTO
A028A,,Rosa 'Eye Paint',ARBUSTO
A030A,,Rosa 'Elizabeth of Glamis',ARBUSTO
B026B,,Rosa 'DORnest 3-134',ARBUSTO
E031,,Rosa 'Daydream',ARBUSTO
H15E,,Rosa 'Compte de Chambord',ARBUSTO
B070A,,Rosa 'Chicago Peace',ARBUSTO
D105B,,Rosa 'Carl Nielsen',ARBUSTO
C005G,,Rosa 'Brocéliande',ARBUSTO
DP02A,,Rosa 'Bettina',ARBUSTO
A005,,Rosa 'Ballerina',ARBUSTO
E064,,Rosa 'Andalusien',ARBUSTO
E007,,Rosa 'Aloha',ARBUSTO
B078B,,Rosa 'ADAsufora',ARBUSTO
ORM,,Origanum majorana,HERB_PERENNES
NDOG,,Nandina domestica 'Gulf Stream',HERB_PERENNES
PAZ,Pasionaria,Passiflora sp,TAPIZANTE/TREPADORA
TR-363,,Peperomia pereskiifolia,SUBTROPICAL/TROPICAL
TR-073,,Philodendron erubescens 'Black Cardinal',SUBTROPICAL/TROPICAL
JSQB,,Juniperus squamata 'Blue Carpet',CONIFERA
CA-255,,Pilosocereus gaumeri,CACTACEA/SUCULENTA
TR-276,,Plectranthus ciliatus,SUBTROPICAL/TROPICAL
TR-326,,Plinia cauliflora,SUBTROPICAL/TROPICAL
DGRN,,Deutzia gracilis 'Nikko',ARBUSTO
PHPE_262,,Potentilla 'Monarch Velvet',HERB_PERENNES
TR-433,,Pouteria sapota,SUBTROPICAL/TROPICAL
RINM,,Rhaphiolepis indica 'Monme' SPRINGTIME,ARBUSTO
WFR,,Westringia fruticosa,ARBUSTO
